bill_id,bill_type,bill_number,congress,title,status
hr6050-112,hr,6050,112,Taxpayer Bill of Rights Act of 2012,in_committee
hr2091-112,hr,2091,112,Freight Rail Infrastructure Capacity Expansion Act of 2011,in_committee
hr1707-112,hr,1707,112,Data Accountability and Trust Act,in_committee
hr3578-112,hr,3578,112,Baseline Reform Act of 2012,out_of_committee
hr1986-112,hr,1986,112,Aged Distilled Spirits Competitiveness Act of 2011,in_committee
hr5749-112,hr,5749,112,Arms Sale Responsibility Act of 2012,in_committee
hr1047-112,hr,1047,112,State Right to Vote Act,in_committee
hr1144-112,hr,1144,112,Transparency and Openness in Government Act,in_committee
hr5193-112,hr,5193,112,To suspend temporarily the duty on certain mechanics' work gloves.,in_committee
hr712-112,hr,712,112,Baggage Fee Fairness Act of 2011,in_committee
hr3551-112,hr,3551,112,Social Security Preservation through Individual Choice Enhancement Act,in_committee
hr5451-112,hr,5451,112,To suspend temporarily the duty on Methane Sulfonic Acid.,in_committee
hr4112-112,hr,4112,112,Private Security Officer Screening Improvement Act,in_committee
hr2870-112,hr,2870,112,Adam Walsh Reauthorization Act of 2011,in_committee
hr1017-112,hr,1017,112,Enhanced SPR Act,in_committee
hr2884-112,hr,2884,112,USPS Retiree Health Benefits Prepayment Extension Act of 2011,in_committee
hr2838-112,hr,2838,112,Coast Guard and Maritime Transportation Act of 2012,passed
hr5901-112,hr,5901,112,Catching Up To 1968 Act of 2012,in_committee
hr3416-112,hr,3416,112,Incorporation Transparency and Law Enforcement Assistance Act,in_committee
hr375-112,hr,375,112,Fix United States Government Contracting Deficit with China Act,in_committee
hr390-112,hr,390,112,Family Farm Preservation and Conservation Estate Tax Act,in_committee
hr4879-112,hr,4879,112,To reduce temporarily the duty on Penflufen.,in_committee
hr1284-112,hr,1284,112,Armed Forces Suicide Prevention Act of 2011,in_committee
hr3655-112,hr,3655,112,Small Business Access to Capital Act of 2011,in_committee
hr2567-112,hr,2567,112,Federal First Offender Improvement Act of 2011,in_committee
hr1649-112,hr,1649,112,Chesapeake Bay Gateways and Watertrails Network Continuing Authorization Act,in_committee
hr2284-112,hr,2284,112,Responsible Electronics Recycling Act,in_committee
hr4790-112,hr,4790,112,"To extend the suspension of duty on 2,2,6,6-Tetramethyl-4-piperidinone.",in_committee
hr881-112,hr,881,112,ADA Notification Act of 2011,in_committee
hr5938-112,hr,5938,112,Child Care Flex Spending Act of 2012,in_committee
hr3833-112,hr,3833,112,DRIVES Act of 2012,in_committee
hr3594-112,hr,3594,112,Second Amendment Protection Act of 2011,in_committee
hr5562-112,hr,5562,112,To reduce temporarily the rate of duty on certain sports footwear.,in_committee
hr318-112,hr,318,112,"To amend title 18, United States Code, to punish threats to commit violent crimes against Members of Congress, and for other purposes.",in_committee
hr647-112,hr,647,112,"To authorize the Secretary of the Interior to permit an exchange of land between the city of Ketchum and the Blaine County School District, Idaho.",in_committee
hr6072-112,hr,6072,112,Las Vegas Valley Public Land and Tule Springs Fossil Beds National Monument Act of 2012,in_committee
hr2569-112,hr,2569,112,Free File Program Act of 2011,in_committee
hr6304-112,hr,6304,112,National Bison Legacy Act,in_committee
hr3313-112,hr,3313,112,Wall Street Trading and Speculators Tax Act,in_committee
hr2301-112,hr,2301,112,Streamlining Education Claims Processing Act of 2011,in_committee
hr3423-112,hr,3423,112,ABLE Act of 2011,in_committee
hr3391-112,hr,3391,112,Comprehensive National Mercury Monitoring Act,in_committee
hr5095-112,hr,5095,112,To extend the temporary suspension of duty on AC electric motors of an output exceeding 74.6 W but not exceeding 85 W.,in_committee
hr4808-112,hr,4808,112,To suspend temporarily the rate of duty on certain programmable slow cookers.,in_committee
hr6087-112,hr,6087,112,International Protecting Girls by Preventing Child Marriage Act of 2012,in_committee
hr6492-112,hr,6492,112,"Sustainable, Livable And Green (S.L.A.G.) Highway Construction Act of 2012",in_committee
hr2420-112,hr,2420,112,Colorado Wilderness Act of 2011,in_committee
hr3420-112,hr,3420,112,Philanthropic Facilitation Act,in_committee
hr206-112,hr,206,112,"To amend the Internal Revenue Code of 1986 to prevent pending tax increases, and for other purposes.",in_committee
hr6164-112,hr,6164,112,"To approve the construction, operation, and maintenance of the northern portion of the Keystone XL pipeline from the Canadian border to the South Dakota/Nebraska border.",in_committee
hr1451-112,hr,1451,112,Post 9/11 GI Bill Payment Restoration Act,in_committee
hr790-112,hr,790,112,"Community Regeneration, Sustainability, and Innovation Act of 2011",in_committee
hr6656-112,hr,6656,112,Customs Enhanced Enforcement and Trade Facilitation Act of 2012,in_committee
hr1108-112,hr,1108,112,For the relief of Francisco Rivera and Alfonso Calderon.,in_committee
hr4856-112,hr,4856,112,"To extend the temporary suspension of duty on 1,1,2-2-Tetrafluoroethene, oxidized, polymerized.",in_committee
hr1187-112,hr,1187,112,Fix HIT Act of 2011,in_committee
hr2228-112,hr,2228,112,STEM 2 Act,in_committee
hr5827-112,hr,5827,112,Energy and Water Research Integration Act of 2012,in_committee
hr1626-112,hr,1626,112,"Prevent the Reckless, Irresponsible, Needless Typography (PRINT) Act of 2011",in_committee
hr3194-112,hr,3194,112,Job Creation and Regulatory Freeze Act of 2011,in_committee
hr5334-112,hr,5334,112,"To amend chapter V of the Federal Food, Drug, and Cosmetic Act to expedite the development and review of breakthrough therapies.",in_committee
hr811-112,hr,811,112,Providing Military Honors for our Nation's Heroes Act,in_committee
hr3408-112,hr,3408,112,Alaskan Energy for American Jobs Act,out_of_committee
hr3658-112,hr,3658,112,Senator Paul Simon Water for the World Act of 2012,in_committee
hr3080-112,hr,3080,112,United States-Korea Free Trade Agreement Implementation Act,passed
hr3847-112,hr,3847,112,Safety Of Untested and New Devices Act of 2012,in_committee
hr4865-112,hr,4865,112,"To extend the temporary suspension of duty on Oxiranemethanol, polymers with reduced methyl esters of reduced polymerized oxidized tetrafluoroethylene.",in_committee
hr1214-112,hr,1214,112,To repeal mandatory funding for school-based health center construction.,out_of_committee
hr5253-112,hr,5253,112,"To suspend temporarily the duty on reaction product of 3,5-dimethyl-1,2-diazole with polymer of hexane-1,6-diyl diisocyanate in organic solvent.",in_committee
hr874-112,hr,874,112,Agricultural Credit Expansion Act,in_committee
hr1716-112,hr,1716,112,Job Opportunities Between our Shores Act,in_committee
hr3934-112,hr,3934,112,To suspend temporarily the duty on Acid Yellow 151.,in_committee
hr3947-112,hr,3947,112,To suspend temporarily the duty on Disperse Yellow 184:1.,in_committee
hr4591-112,hr,4591,112,To suspend temporarily the duty on certain window shade material.,in_committee
hr3348-112,hr,3348,112,Social Security Earnings Test Repeal Act of 2011,in_committee
hr3037-112,hr,3037,112,Huna Tlingit Traditional Gull Egg Use Act of 2011,in_committee
hr5800-112,hr,5800,112,Health Care Price Transparency Promotion Act of 2012,in_committee
hr2496-112,hr,2496,112,Payment Reliability for our Obligations to Military and Investors to Secure Essential Stability Act,in_committee
hr3082-112,hr,3082,112,Biennial Budgeting and Appropriations Act of 2011,in_committee
hr5236-112,hr,5236,112,To suspend temporarily the duty on Desmodur BL 1100/1.,in_committee
hr1272-112,hr,1272,112,Minnesota Chippewa Tribe Judgment Fund Distribution Act of 2012,passed
hr3681-112,hr,3681,112,One New Employee Act of 2011,in_committee
hr2761-112,hr,2761,112,To amend section 520 of the Housing Act of 1949 to provide flexibility to the definition of rural areas.,in_committee
hr4271-112,hr,4271,112,Violence Against Women Reauthorization Act of 2012,in_committee
hr2044-112,hr,2044,112,Health Freedom Act,in_committee
hr3326-112,hr,3326,112,Medicaid Flexibility for States Act,in_committee
hr280-112,hr,280,112,Secure the Capitol Act,in_committee
hr710-112,hr,710,112,Telework Tax Incentive Act,in_committee
hr5473-112,hr,5473,112,"To suspend temporarily the duty on frit rings composed of dysprosium oxide, dysprosium monosilicate, and mullite.",in_committee
hr1588-112,hr,1588,112,Consumer Rental Purchase Agreement Act,out_of_committee
hr2913-112,hr,2913,112,"To amend title 5, United States Code, to provide for the termination of further retirement benefits for Members of Congress, except the right to continue participating in the Thrift Savings Plan.",in_committee
hr2281-112,hr,2281,112,Next Generation Wireless Disclosure Act,in_committee
hr4023-112,hr,4023,112,Veterans' Telehealth and Telemedicine Improvement Act,in_committee
hr1174-112,hr,1174,112,"Internet Gambling Regulation, Consumer Protection, and Enforcement Act",in_committee
hr333-112,hr,333,112,Disabled Veterans Tax Termination Act,in_committee
hr344-112,hr,344,112,Fiscal Responsibility Effective Enforcement Act of 2011,in_committee
hr6543-112,hr,6543,112,Care Coordination for Older Americans Act of 2012,in_committee
hr4628-112,hr,4628,112,Interest Rate Reduction Act,out_of_committee
hr5993-112,hr,5993,112,Syria Non-Intervention Act of 2012,in_committee
hr433-112,hr,433,112,Natomas Basin Flood Protection Improvements Act of 2011,in_committee
hr2220-112,hr,2220,112,Derek M. Hodge Virgin Islands Improvement Act of 2011,in_committee
hr872-112,hr,872,112,Reducing Regulatory Burdens Act of 2011,out_of_committee
hr5365-112,hr,5365,112,To reduce temporarily the rate of duty on certain machinery for molding unvulcanized rubber for tires.,in_committee
hr4108-112,hr,4108,112,Clean Energy Jobs Act of 2012,in_committee
hr3454-112,hr,3454,112,Preserving Marginal Lands and Protecting Farming Act of 2011,in_committee
hr119-112,hr,119,112,Keep Out the IRS Act of 2011,in_committee
hr5747-112,hr,5747,112,Military Family Home Protection Act,out_of_committee
hr2772-112,hr,2772,112,Saving Fishing Jobs Act of 2011,in_committee
hr6476-112,hr,6476,112,Medicare Adult Day Services Act of 2012,in_committee
hr5477-112,hr,5477,112,To suspend temporarily the duty on light emitting diode (LED) cooler modules (LCM).,in_committee
hr239-112,hr,239,112,Notch Baby Act of 2011,in_committee
hr168-112,hr,168,112,"To direct the Secretary of Veterans Affairs to improve the prevention, diagnosis, and treatment of veterans with chronic obstructive pulmonary disease.",in_committee
hr6066-112,hr,6066,112,Commuter Savings Act of 2012,in_committee
hr1445-112,hr,1445,112,"To prohibit the Administrator of the Environmental Protection Agency from regulating, based on material composition, any type of firearm ammunition or fishing tackle.",in_committee
hr1801-112,hr,1801,112,Risk-Based Security Screening for Members of the Armed Forces Act,passed
hr1549-112,hr,1549,112,To amend the Internal Revenue Code of 1986 to repeal the unearned income medicare contribution.,in_committee
hr5874-112,hr,5874,112,American Entrepreneurship and Investment Act of 2012,in_committee
hr6058-112,hr,6058,112,Temporary Surface Transportation Extension Act of 2012,in_committee
hr4263-112,hr,4263,112,SECURE IT Act of 2012,in_committee
hr3653-112,hr,3653,112,Protect our Kids Act of 2011,in_committee
hr1341-112,hr,1341,112,Establishing Public Accountability Act of 2011,in_committee
hr2525-112,hr,2525,112,Trade Adjustment Assistance Accountability Act of 2011,in_committee
hr6311-112,hr,6311,112,S.O.S Act,in_committee
hr5500-112,hr,5500,112,To extend and modify the temporary reduction of duty on Methylionone.,in_committee
hr1930-112,hr,1930,112,Access to Appropriate Immunizations for Veterans Act of 2011,in_committee
hr1788-112,hr,1788,112,Dental Health Promotion Act of 2011,in_committee
hr4035-112,hr,4035,112,Philanthropic Enterprise Act of 2012,in_committee
hr2998-112,hr,2998,112,Ethical Shipping Inspections Act of 2011,in_committee
hr2231-112,hr,2231,112,Ethanol Modernization and Deficit Reduction Act,in_committee
hr706-112,hr,706,112,Hospital Energy Independence Act,in_committee
hr4504-112,hr,4504,112,To extend and modify the temporary suspension of duty on certain women's footwear.,in_committee
hr1612-112,hr,1612,112,To direct the Secretary of Defense to establish a commission on urotrauma.,in_committee
hr2200-112,hr,2200,112,To limit assistance to Honduras unless the President certifies to Congress that the Government of Honduras has settled all outstanding expropriation claims brought by United States companies against the Government of Honduras.,in_committee
hr3526-112,hr,3526,112,"Heart Disease Education, Analysis, Research, and Treatment for Women Act",in_committee
hr2692-112,hr,2692,112,Access to Postal Services Act,in_committee
hr2321-112,hr,2321,112,Southeastern Disaster Tax Relief Act of 2011,in_committee
hr5668-112,hr,5668,112,To suspend temporarily the rate of duty on isomeric mixtures of substituted hydroxy phenyl triazines.,in_committee
hr1956-112,hr,1956,112,Refundable Child Tax Credit Eligibility Verification Reform Act,in_committee
hr4322-112,hr,4322,112,Fracturing Regulations are Effective in State Hands Act,in_committee
hr810-112,hr,810,112,Fair Access to Veterans Benefits Act of 2011,in_committee
hr1120-112,hr,1120,112,International Travelers Bill of Rights Act of 2011,in_committee
hr144-112,hr,144,112,Small Business Paperwork Mandate Elimination Act of 2011,in_committee
hr2106-112,hr,2106,112,Syria Freedom Support Act,out_of_committee
hr2245-112,hr,2245,112,Preserving Access to Life-Saving Medications Act of 2011,in_committee
